iter	Passed	Remaining
0	17602	17585060
1	35416	17673022
2	52262	17368662
3	68732	17114366
4	85729	17060174
5	104673	17340952
6	122727	17409712
7	141920	17598104
8	157335	17324383
9	174359	17261581
10	191769	17241827
11	208591	17174066
12	224815	17068671
13	242129	17052844
14	258903	17001362
15	275787	16960956
16	293037	16944490
17	308719	16842382
18	325972	16830450
19	345716	16940084
20	365519	17040186
21	381979	16980707
22	398213	16915419
23	415255	16887042
