iter	Logloss
474	0.3971325104
475	0.3970011756
476	0.396780801
477	0.3966437848
478	0.3964762831
479	0.3963872882
480	0.3962329719
481	0.3961388716
482	0.3960125585
483	0.3959308732
484	0.3957250823
485	0.3956477825
486	0.3955513257
487	0.3954572266
488	0.3953178024
489	0.395220969
490	0.3950963614
491	0.3949919554
492	0.3949113408
493	0.3947914511
494	0.394654277
495	0.3945148776
496	0.3943967111
497	0.39429393
498	0.3941555387
499	0.3940411194
500	0.3938167089
501	0.3937400478
502	0.3935994308
503	0.3934042529
504	0.3932732669
505	0.3931361214
506	0.3929835514
507	0.3928837842
508	0.3927724645
509	0.3926354689
510	0.3925181639
511	0.3923768356
512	0.3922456521
513	0.3921281632
514	0.3920680404
515	0.3919398237
516	0.3918393542
517	0.3917214391
518	0.3915892716
519	0.3914868356
520	0.3913224706
521	0.3912410254
522	0.391079438
523	0.3909851547
524	0.3908557006
525	0.3906843093
526	0.3905498097
527	0.390436065
528	0.3903364065
529	0.3902371664
530	0.3901200515
531	0.3899938928
532	0.3898712834
533	0.3897434417
534	0.3896527236
535	0.3895557601
536	0.389475861
537	0.3893826283
538	0.3892683855
539	0.3891444588
540	0.3890252957
541	0.388808327
542	0.3887024643
543	0.3885823568
544	0.3884933785
545	0.3883244895
546	0.3881855627
547	0.3880691872
548	0.387945359
549	0.3878437203
550	0.3877555923
551	0.3876056945
552	0.3874744148
553	0.3872580761
554	0.3871611042
555	0.3869856406
556	0.3868709563
557	0.3867642863
558	0.386676461
559	0.3865977981
560	0.3865157738
561	0.3863663473
562	0.3862723583
563	0.3861612899
564	0.385950676
565	0.3858583168
566	0.3857442811
567	0.3856324817
568	0.3854952514
569	0.3853990318
570	0.3853388327
571	0.3852199377
572	0.3850955997
573	0.385016405
574	0.3849297276
575	0.3848515902
576	0.3847803733
577	0.3846113851
578	0.3844553319
579	0.3843613004
580	0.384213535
581	0.3841476975
582	0.384014424
583	0.3839529303
584	0.3837946886
585	0.3836826175
586	0.3835055064
587	0.3833962919
588	0.3833125141
589	0.3831828473
590	0.3830958263
591	0.3829947688
592	0.3829160938
593	0.3828087046
594	0.3827218533
595	0.3826354052
596	0.3824901732
597	0.3824330808
598	0.3823034144
599	0.38223875
600	0.3821072979
601	0.3820130026
602	0.3818991841
603	0.3818202715
604	0.3817654069
605	0.3816365459
606	0.3815539387
607	0.381482897
608	0.3814107469
609	0.381299673
610	0.3812375663
611	0.3811515384
612	0.3809992334
613	0.380930939
614	0.3808421634
615	0.3807537977
616	0.3806673554
617	0.380582061
618	0.3805089173
619	0.3803986015
620	0.3802663046
621	0.3801118884
622	0.3800244325
623	0.379928703
624	0.3798397255
625	0.3797327428
626	0.3796558313
627	0.3794938904
628	0.3794094004
629	0.3793193976
630	0.3792133891
631	0.379088263
632	0.3790153654
633	0.3789454574
634	0.3788643798
635	0.3787743306
636	0.378694377
637	0.3786214854
638	0.3784709718
639	0.3783749786
640	0.3783234069
641	0.3782407838
642	0.3781679918
643	0.3780326767
644	0.3779574849
645	0.3778497951
646	0.3777563242
647	0.3776584782
648	0.3775605147
649	0.3775060638
650	0.3773702521
651	0.377287501
652	0.3771877549
653	0.3771314164
654	0.3770442896
655	0.3768963161
656	0.3767811058
657	0.3767138167
658	0.3766443416
659	0.3765480153
660	0.3764309959
661	0.3762699568
662	0.3762011894
663	0.3761260007
664	0.3759329927
665	0.3758264912
666	0.3757155455
667	0.3756286442
668	0.3754964765
669	0.375391505
670	0.375293209
671	0.3751578423
672	0.3750303822
673	0.3749401083
674	0.3748759454
675	0.3748077942
676	0.3747037934
677	0.3746229428
678	0.3745405239
679	0.3744871632
680	0.374331531
681	0.3742553897
682	0.3740880538
683	0.3740045435
684	0.3739430448
685	0.3738405454
686	0.3737302841
687	0.3736422748
688	0.3735673732
689	0.3734685441
690	0.3733765613
691	0.3733206768
692	0.373269635
693	0.3731737438
694	0.3731017995
695	0.3729935719
696	0.3729475864
697	0.3727677795
698	0.3726821383
699	0.3726212119
700	0.3725339871
701	0.3724818141
702	0.3724107772
703	0.3723461657
704	0.3722334501
705	0.3721442057
706	0.3720276313
707	0.371970379
708	0.3718645758
709	0.3717359336
710	0.3716285783
711	0.3715057715
712	0.3713711309
713	0.3712991563
714	0.371155843
715	0.3710831079
716	0.3709611525
717	0.3708747739
718	0.3707496686
719	0.3706738421
720	0.3705483772
721	0.3704611086
722	0.3703951916
723	0.3703222379
724	0.3702151811
725	0.3701387045
726	0.3699945501
727	0.3698877212
728	0.3698132547
729	0.3696826271
730	0.3696304667
731	0.3694671547
732	0.369360424
733	0.3692225069
734	0.3691583904
735	0.3690644741
736	0.368961647
737	0.3688916743
738	0.3688003949
739	0.3686730421
740	0.3685090272
741	0.3683445496
742	0.3682732251
743	0.3681919292
744	0.3680974498
745	0.3680294518
746	0.3679285561
747	0.3678453345
748	0.3677687013
749	0.3676952203
750	0.3675692821
751	0.3675028467
752	0.3674313558
753	0.3673686049
754	0.3672657912
755	0.3671488165
756	0.3670699171
757	0.3669945224
758	0.366931316
759	0.3668192
760	0.3667488758
761	0.3665766998
762	0.366499901
763	0.3663978251
764	0.366349061
765	0.3662855536
766	0.3662199305
767	0.3661520928
768	0.3660756287
769	0.3659594233
770	0.3658043823
771	0.3657209134
772	0.3656489887
773	0.3655610333
774	0.3655165583
775	0.3654374489
776	0.3653908474
777	0.3653068194
778	0.3652453114
779	0.365081215
780	0.3650175839
781	0.3649137839
782	0.3647971379
783	0.3646747443
784	0.3645748958
785	0.3645001155
786	0.3644459812
787	0.3643762193
788	0.3642870585
789	0.3641817896
790	0.3641275048
791	0.3640459198
792	0.363865517
793	0.3637995814
794	0.3637392867
795	0.363646272
796	0.3635972682
797	0.3635291466
798	0.3634506331
799	0.3633806139
800	0.3632803141
801	0.3632005456
802	0.363140924
803	0.3630856261
804	0.3629757022
805	0.3628491656
806	0.3627535813
807	0.3626873836
808	0.3626173622
809	0.3625007275
810	0.3624379555
811	0.3623883912
812	0.3623396398
813	0.3622550824
814	0.3621867074
815	0.3621513457
816	0.3620674927
817	0.3619932647
818	0.361913183
819	0.3617724459
820	0.3617159386
821	0.3615915851
822	0.3615314568
823	0.3614615909
824	0.3613682398
825	0.3612878204
826	0.3612140121
827	0.3610979145
828	0.3609989785
829	0.3609415937
830	0.3608477422
831	0.3607653037
832	0.3606955223
833	0.3606204749
834	0.3605465669
835	0.3604658039
836	0.3603670791
837	0.360287125
838	0.3601750465
839	0.3601121005
840	0.3600673637
841	0.3599900656
842	0.3599399783
843	0.3598861787
844	0.3598256301
845	0.3597634716
846	0.3597083089
847	0.3596079528
848	0.3595117144
849	0.3594156414
850	0.3593341376
851	0.3592799212
852	0.3591886577
853	0.3590889893
854	0.3590122097
855	0.3589114157
856	0.3588339364
857	0.3587637976
858	0.3585821639
859	0.3584968156
860	0.3584099456
861	0.3583419144
862	0.3582815118
863	0.3582376197
864	0.3581872445
865	0.3581186724
866	0.3579902232
867	0.3578792777
868	0.3577337862
869	0.3576432927
870	0.3575258856
871	0.3574823025
872	0.3574147037
873	0.3573321012
874	0.3572511989
875	0.3571296739
876	0.3570475755
877	0.3569422227
878	0.3568801419
879	0.3567788013
880	0.3566903395
881	0.3565952693
882	0.3565198084
883	0.3564764879
884	0.3563804875
885	0.3562873022
886	0.3562184365
887	0.356130029
888	0.3560541684
889	0.3559277184
890	0.3558692822
891	0.3557793463
892	0.3556631376
893	0.3556029285
894	0.3555549242
895	0.355469072
896	0.3553870001
897	0.3553208848
898	0.3552591759
899	0.3551832133
900	0.355142493
901	0.3550439586
902	0.3549718767
903	0.3548849735
904	0.354761999
905	0.3546799611
906	0.3545628085
907	0.3544590857
908	0.3543982318
909	0.3543118959
910	0.354251779
911	0.3541791476
912	0.3540936688
913	0.3540542805
914	0.3539587875
915	0.3538932688
916	0.3537906297
917	0.3536667969
918	0.3535792177
919	0.3535376262
920	0.3534244342
921	0.3533556893
922	0.3532373193
923	0.3531401772
924	0.3531027524
925	0.3530397585
926	0.3529753135
927	0.352922442
928	0.3528492058
929	0.3528055298
930	0.3527667516
931	0.3526662731
932	0.3525727264
933	0.3525090333
934	0.3524406724
935	0.3523711815
936	0.3522977366
937	0.3522162616
938	0.3521712615
939	0.3520923867
940	0.3519957478
941	0.3518681246
942	0.351824976
943	0.3517864644
944	0.3516458846
945	0.3515386422
946	0.3514821842
947	0.3514325049
948	0.3513609728
949	0.3513203897
950	0.3512580142
951	0.3511753793
952	0.3511213533
953	0.3510505352
954	0.3509330796
955	0.3508098464
956	0.3507269244
957	0.350675324
958	0.3506016548
959	0.350543113
960	0.3504953928
961	0.3504404329
962	0.3503980063
963	0.3502955341
964	0.3502342789
965	0.3501658101
966	0.3500985988
967	0.3500206779
968	0.349927525
969	0.3498456597
970	0.3497774017
971	0.349706063
972	0.349642192
973	0.3495586572
974	0.3494867195
975	0.3494487719
976	0.3493602248
977	0.3492903354
978	0.3491980171
979	0.349141424
980	0.3490669395
981	0.3490138785
982	0.3488708196
983	0.3488260777
984	0.3487035031
985	0.3486669531
986	0.3485904722
987	0.3485249258
988	0.3484092595
989	0.3483195377
990	0.3482354911
991	0.34816689
992	0.3480656146
993	0.3479946073
994	0.3479279935
995	0.3478301938
996	0.3477595792
997	0.3476867768
998	0.3475839669
999	0.3474925057
